subject	level1	level2	level3	level4
http://dbpedia.org/resource/Grootes_Peak	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Purvis_Peak	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Grand_Colombier_(Ain)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Knockmealdown	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Dovrefjell	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Hagelberg	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Abu_Qubays_(mountain)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Capel_Fell	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Wurmaulspitze	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Kumbhakarna_Mountain	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Tsurugi_(Tokushima)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Bravaisberget	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Asselstein	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Runku_Tawqa	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Tolmie_Peak	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Juliet_(British_Columbia)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Decoeli	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Tuya	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Bailadila_Range	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Bull_Run_Mountains_(Nevada)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Budj_Bim	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Blue_Ridge_(Hamilton_County,_New_York)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Bald_Knob_(West_Virginia)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Lone_Cone_(Colorado)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Monte_Carmo	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Ben_Lomond_(Otago)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mont_Fourchon	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Monte_Penice	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/New_Water_Mountains	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Anta_Punco	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Castle_Peak_(Idaho)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Hochkar	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Hirschberg_(Ohlstadt)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Coolum_National_Park	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Jatun_Q'asa_(Umallani)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Kearsarge	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Chilla-Kimsa_Chata_mountain_range	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Kings_Peak_(Idaho)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Achacollo_(Peru)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Corneliussen	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mogotón	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Galičica	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Hillock	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Monte_Rama	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Firnskuppe	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Pointe_de_Bellevue	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Makiling	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Qiwllaqucha_(Jauja)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Naka_(Daisetsuzan)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Ōno	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Pucaccocha_(Lares)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Pignut_Mountain	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Peters_Peak	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Pilot_Peak_(Alaska)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Pétain	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Piz_Cambrena	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Kiwyu_(Huarochirí)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Monte_I_Gemelli	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Älplihorn	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mitsikeli	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Galzig	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Steeple_(Lake_District)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Stephenson_(British_Columbia)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Schirmacher_Massif	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Borg_Massif	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Buena_Vista_Hills_(San_Diego_County)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Piz_Val_Nera	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Théniet_El_Had_National_Park	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Schattenberg_(Ore_Mountains)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Kala_Chitta_Range	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Mount_Hermanson	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Přední_kout	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Hemberg_(ridge)	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/1991_uprising_in_Karbala	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/NaturalPlace	https://dbpedia.org/ontology/Mountain	https://dbpedia.org/ontology/Mountain
http://dbpedia.org/resource/Bandar_Ganaveh	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Gangaghat	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Kigali_Car-Free_Zone	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Fayette,_Iowa	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Patras	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Valley_International_Airport	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Seri_Iskandar	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Kofu,_Yamanashi	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Skidmore,_Missouri	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
http://dbpedia.org/resource/Waskom,_Texas	https://dbpedia.org/ontology/Place	https://dbpedia.org/ontology/PopulatedPlace	https://dbpedia.org/ontology/Settlement	https://dbpedia.org/ontology/City
